ID,Name,Title,Description,Image URL,PDF Links,Category,Product Type,Chemistry,Chemistry Confidence,Industry,Specifications,Technical Data,HTML Content
"t-c225","T-C225 – NON-FLAM SPRAYABLE CONTACT ADHESIVE","T-C225 NON-FLAM SPRAYABLE CONTACT ADHESIVE","ForzaBOND™ T-C225 is a non-flammable high performance spray contact adhesive","/product-images/t-c225.png","/TDS/3. Transportation/T-C225 (C331)/TDS/FOR EMAIL FORZA_V3_T-C225_TDS_Pail_8.5.24.pdf","BOND","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""Non-Flammable Sprayable Contact Adhesive"",""viscosity"":""800-1200 cps"",""solids"":""25-30%"",""flashPoint"":""Non-Flammable"",""potLife"":""8 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Metal"",""Plastic"",""Wood"",""Fabric"",""Paper""],""applications"":[""Transportation Assembly"",""Automotive Interior"",""Industrial Bonding"",""Equipment Assembly""],""features"":[""Non-Flammable"",""Safe Handling"",""Sprayable"",""Transportation Grade""],""certifications"":[""Non-Flammable"",""Transportation Approved""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""8.0 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Blue"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container closed""}",""
"t-c485","T-C485 – PREMIUM HIGH TEMP NEOPRENE CONTACT ADHESIVE","T-C485 – PREMIUM HIGH-TEMP NEOPRENE CONTACT ADHESIVE","ForzaBOND™ T-C485 is a high-performance neoprene contact adhesive with good initial tack, and high heat resistance.","/product-images/t-c485.png","/TDS/3. Transportation/T-C485 (81-0389)/TDS/FOR EMAIL FORZA _V3_T-C485_TDSTransportation_Pail_8.5.24.pdf","BOND","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""Premium High Temp Neoprene Contact Adhesive"",""viscosity"":""1500-2200 cps"",""solids"":""35-40%"",""flashPoint"":"">250°F"",""potLife"":""12 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-40°F to +300°F"",""substrates"":[""Metal"",""Rubber"",""Plastic"",""Fabric"",""Leather""],""applications"":[""Transportation Assembly"",""Automotive Assembly"",""HVAC Systems"",""High-Temp Bonding""],""features"":[""Premium Grade"",""High Heat Resistance"",""Chemical Resistant"",""Transportation Grade""],""certifications"":[""High Heat Resistant"",""Transportation Approved""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""9.2 lbs/gal"",""pH"":""6.5-7.5"",""color"":""Clear to Amber"",""odor"":""Mild"",""shelfLife"":""18 months"",""storageConditions"":""Store at 60-80°F, keep container closed""}",""
"c-os9","C-OS9 – HYBRID POLYMER, STRUCTURAL, SINGLE-PART, MOISTURE CURE ADHESIVE","C-OS9 – HYBRID POLYMER, STRUCTURAL, SINGLE-PART, MOISTURE CURE ADHESIVE","ForzaBOND™ C-OS9 is a hybrid polymer, structural, single-part, moisture cure adhesive.","/product-images/c-os9.png","/TDS/7. Construction/C-OS9 (OS2)/TDS/FOR EMAIL FORZA_V1_C-OS9_TDS Construction Sausage_1_31_24.pdf; /TDS/7. Construction/C-OS9 (OS2)/TDS/FORZA_V1_C-OS9_TDS Construction Sausage_1_31_24.pdf","SEAL","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""Hybrid Polymer Structural Single-Part Moisture Cure Adhesive"",""viscosity"":""250,000-350,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""45 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Fiberglass""],""applications"":[""Crack filling on concrete"",""Sealing around windows and door openings"",""Sealing in gutter applications"",""Roof penetrations""],""features"":[""Hybrid Polymer"",""Structural"",""Single-Part"",""Moisture Cure"",""High Performance""],""certifications"":[""VOC Compliant"",""Structural Rated""],""packaging"":[""20oz Sausage"",""10oz Sausage"",""28oz Cartridge"",""10.1oz Cartridge"",""5 Gallon Pail"",""52 Gallon Drum""]}","{""density"":""1.5 g/cm³"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed"",""temperatureRange"":""34°F to 150°F""}",""
"t-os150","T-OS150 – HIGH-PERFORMANCE SEMI-SELF LEVELING HYBRID POLYMER SEALANT","T-OS150 – HIGH-PERFORMANCE SEMI-SELF LEVELING HYBRID POLYMER SEALANT","ForzaSEAL™ T-OS150 is a high performance semi self leveling sealant engineered for roof sealing application.","/product-images/t-os150.png","","SEAL","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""Semi-Self Leveling Hybrid Polymer Sealant"",""viscosity"":""Semi-Self Leveling"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Fiberglass""],""applications"":[""Transportation Sealing"",""Automotive Assembly"",""Equipment Sealing"",""Industrial Sealing""],""features"":[""Semi-Self Leveling"",""High Performance"",""Transportation Grade"",""Weather Resistant""],""certifications"":[""Transportation Approved"",""VOC Compliant""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon""]}","{""density"":""12.8 lbs/gal"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
"t-os151","T-OS151 – NON-HAZARDOUS HIGH STRENGTH SINGLE PART HYBRID POLYMER SEALANT","T-OS151 – NON-HAZARDOUS HIGH STRENGTH SINGLE PART HYBRID POLYMER SEALANT","ForzaSEAL™ T-OS151 is a non-hazardous, high-strength, single-part hybrid polymer sealant.","/product-images/t-os151.png","/TDS/3. Transportation/T-OS151 (OS2)/TDS/FOR EMAIL FORZA_V6_T-OS151_TDS_1_31_24.pdf","SEAL","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""Non-Hazardous High Strength Hybrid Polymer Sealant"",""viscosity"":""Thixotropic Paste"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Fiberglass""],""applications"":[""Transportation Sealing"",""Automotive Assembly"",""Equipment Sealing"",""Industrial Sealing""],""features"":[""Non-Hazardous"",""High Strength"",""Single Part"",""Transportation Grade""],""certifications"":[""Non-Hazardous"",""Transportation Approved""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon""]}","{""density"":""12.8 lbs/gal"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
"t-os164","T-OS164 – SILICONE SEALANT","T-OS164 – SILICONE SEALANT","ForzaSEAL™ T-OS164 is a single component cure, with outstanding Adhesive/Sealing properties.","/product-images/t-os164.png","/TDS/3. Transportation/T-OS164 (OS35)/TDS/FOR EMAIL FORZA _V5_T-OS164_TDS IndustrialSealant_6.4.24.pdf","SEAL","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""Silicone Sealant"",""viscosity"":""Thixotropic Paste"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Fiberglass""],""applications"":[""Transportation Sealing"",""Automotive Assembly"",""Equipment Sealing"",""Industrial Sealing""],""features"":[""Silicone Based"",""High Flexibility"",""Weather Resistant"",""Transportation Grade""],""certifications"":[""Silicone Approved"",""Transportation Approved""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon""]}","{""density"":""12.5 lbs/gal"",""pH"":""Neutral"",""color"":""Clear to Gray"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
"tac850","TAC850 – MIST SPRAY POLYMER CONCRETE MOLDING PROCESS TACKIFIER","TAC850 – WEB SPRAY POLYMER CONCRETE MOLDING PROCESS TACKIFIER","ForzaBOND® TAC850 is a Web Spray Polymer Concrete Molding Process Tackifier that is specifically designed for use in Polymer Concrete Applications.","/product-images/tac850.png","/TDS/4. Composites/TAC850 Series/TDS/FOR EMAIL FORZA_V1_TAC850_TDS Composites Canister_ 03.26.25.pdf; /TDS/4. Composites/TAC850 Series/TDS/FORZA_V1_TAC850_TDS Composites Canister_ 03.26.25 (1).pdf","BOND","Tape","Acrylic (incl. PSA)","Medium","composites","{""type"":""Mist Spray Polymer Concrete Molding Process Tackifier"",""viscosity"":""300-600 cps"",""solids"":""15-25%"",""flashPoint"":"">140°F"",""potLife"":""4 hours"",""cureTime"":""6-12 hours"",""temperatureRange"":""-20°F to +140°F"",""substrates"":[""Polymer Concrete"",""Composite Materials"",""Fiberglass"",""Carbon Fiber""],""applications"":[""Polymer Concrete Molding"",""Composite Manufacturing"",""Process Tackifier"",""Industrial Assembly""],""features"":[""Mist Spray"",""Polymer Concrete"",""Process Tackifier"",""Composite Grade""],""certifications"":[""VOC Compliant"",""Composite Approved""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""7.0 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Amber"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"tac-r750","TAC-R750 – TWO PART, METHACRYLATE ADHESIVE","TAC-R750 – TWO-PART METHACRYLATE ADHESIVE","ForzaBOND® TAC-R750 is a 2-part methacrylate adhesive designed to bond a wide range of substrates.","/product-images/tac-r750.png","","BOND","Adhesive","Epoxy","Medium","composites","{""type"":""Two-Part Methacrylate Adhesive"",""viscosity"":""50,000-100,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""5 minutes"",""cureTime"":""2-4 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Fiberglass"",""Carbon Fiber"",""Composite Materials""],""applications"":[""Composite Assembly"",""Structural Bonding"",""Industrial Assembly"",""Automotive Parts""],""features"":[""Two-Part"",""Methacrylate"",""High Strength"",""Fast Cure""],""certifications"":[""Structural Rated"",""Two-Part System""],""packaging"":[""Dual Cartridge"",""Bulk Containers""]}","{""density"":""1.2 g/cm³"",""pH"":""Neutral"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"tac-r777","TAC-R777 – TWO-PART MODIFIED EPOXY ADHESIVE","TAC-R777 – TWO-PART MODIFIED EPOXY ADHESIVE","ForzaBOND® TAC-R777 is a two-part modified epoxy adhesive with moderate cure and a wide range of purposes.","/product-images/tac-r777.png","","BOND","Adhesive","Epoxy","Medium","composites","{""type"":""Two-Part Modified Epoxy Adhesive"",""viscosity"":""100,000-200,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""4-8 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Fiberglass"",""Carbon Fiber"",""Composite Materials""],""applications"":[""Composite Assembly"",""Structural Bonding"",""Industrial Assembly"",""Automotive Parts""],""features"":[""Two-Part"",""Modified Epoxy"",""High Strength"",""Chemical Resistant""],""certifications"":[""Structural Rated"",""Two-Part System""],""packaging"":[""Dual Cartridge"",""Bulk Containers""]}","{""density"":""1.3 g/cm³"",""pH"":""Neutral"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"tac-os74","TAC-OS74 – ULTRA HIGH-STRENGTH HYBRID POLYMER STRUCTURAL ADHESIVE","TAC-OS74 – ULTRA HIGH-STRENGTH HYBRID POLYMER STRUCTURAL ADHESIVE","ForzaBOND® TAC-OS74 is a hybrid polymer, moisture cure, single-part structural adhesive.","/product-images/tac-os74.png","","BOND","Adhesive","Acrylic (incl. PSA)","Medium","composites","{""type"":""Ultra High-Strength Hybrid Polymer Structural Adhesive"",""viscosity"":""300,000-400,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""45 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Fiberglass"",""Carbon Fiber""],""applications"":[""Composite Assembly"",""Structural Bonding"",""Industrial Assembly"",""Automotive Parts""],""features"":[""Ultra High Strength"",""Hybrid Polymer"",""Structural"",""High Performance""],""certifications"":[""VOC Compliant"",""Structural Rated""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.5 g/cm³"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"tac-os75","TAC-OS75 – NEUTRAL CURE OXIME SILICONE SEALANT","TAC-OS75 NEUTRAL CURE OXIME SILICONE SEALANT","ForzaSEAL® TAC-OS75 is a one-part, low-odor, neutral-cure oxime silicone sealant formulated for high-moisture environments. It’s noncorrosive, mildew-resistant, and built to perform in demanding applications.","/product-images/tac-os75.png","/TDS/4. Composites/TAC-OS75/TDS/FOR EMAIL FORZA _V1_TAC-OS75_TDS_CompositeSealant_4.25.25.pdf; /TDS/4. Composites/TAC-OS75/TDS/FORZA _V1_TAC-OS75_TDS_CompositeSealant_4.25.25.pdf","SEAL","Sealant","Silicone","Medium","composites","{""type"":""Neutral Cure Oxime Silicone Sealant"",""viscosity"":""50,000-100,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Fiberglass"",""Carbon Fiber""],""applications"":[""Composite Sealing"",""Structural Sealing"",""Industrial Sealing"",""Automotive Sealing""],""features"":[""Neutral Cure"",""Oxime Silicone"",""High Performance"",""Weather Resistant""],""certifications"":[""VOC Compliant"",""Sealant Rated""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.2 g/cm³"",""pH"":""Neutral"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"rc826","RC826 – LOW VOC, CA COMPLIANT, MULTI-PURPOSE ADHESIVE","RC826 – LOW VOC, CA COMPLIANT, MULTI-PURPOSE ADHESIVE","ForzaBOND™ RC826 is an economical, Low VOC, CA Compliant, Multi-Purpose Adhesive.","/product-images/rc826.png","/TDS/6. Insulation/RC826 (IC936)/TDS/FOR EMAIL FORZA_V4_RC826_TDS Insulation Canister_ Aerosol_5.13.25 (1).pdf; /TDS/6. Insulation/RC826 (IC936)/TDS/FORZA_V4_RC826_TDS Insulation Canister_ Aerosol_5.13.25.pdf","BOND","Adhesive","Epoxy","High","insulation","{""type"":""Low VOC Multi-Purpose Adhesive"",""viscosity"":""200-400 cps"",""solids"":""15-25%"",""flashPoint"":"">140°F"",""potLife"":""4 hours"",""cureTime"":""6-12 hours"",""temperatureRange"":""-20°F to +150°F"",""substrates"":[""Fiberglass"",""Foam"",""Metal"",""Plastic"",""Wood"",""Fabric""],""applications"":[""Insulation Bonding"",""Industrial Assembly"",""Construction Bonding"",""Equipment Mounting""],""features"":[""Low VOC"",""CA Compliant"",""Multi-Purpose"",""Environmentally Friendly""],""certifications"":[""Low VOC"",""CA Compliant""],""packaging"":[""Aerosol Can"",""1 Gallon"",""5 Gallon""]}","{""density"":""7.0 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Amber"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"rc862","RC862 – NON-FLAMMABLE, NON-METHYLENE CHLORIDE CONTACT ADHESIVE","RC862 – NON-FLAMMABLE, NON-METHYLENE CHLORIDE CONTACT ADHESIVE","ForzaBOND™ RC862 is specifically designed for universal applications in the insulation industry, including bonding facing materials to polyiso, mineral wood, and other insulating substrates. Its fast tack and wide temperature range make it ideal for use in all environments.","/product-images/rc862.png","/TDS/6. Insulation/RC862 (IC932)/TDS/FOR EMAIL FORZA_V3_RC862_TDS Insulation Canister_5.14.25.pdf; /TDS/6. Insulation/RC862 (IC932)/TDS/FORZA_V3_RC862_TDS Insulation Canister_5.14.25.pdf","BOND","Adhesive","Epoxy","High","insulation","{""type"":""Non-Flammable Contact Adhesive"",""viscosity"":""800-1200 cps"",""solids"":""25-30%"",""flashPoint"":""Non-Flammable"",""potLife"":""8 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Fiberglass"",""Foam"",""Metal"",""Plastic"",""Wood"",""Fabric""],""applications"":[""Insulation Bonding"",""Industrial Assembly"",""Construction Bonding"",""Equipment Mounting""],""features"":[""Non-Flammable"",""Safe Handling"",""Contact Adhesive"",""Chemical Resistant""],""certifications"":[""Non-Flammable"",""Safe for Insulation""],""packaging"":[""Canister"",""1 Gallon"",""5 Gallon""]}","{""density"":""8.0 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Blue"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container closed""}",""
"rc863","RC863 – LOW VOC, CA COMPLIANT, MULTI-PURPOSE, CONTACT ADHESIVE","RC863 – LOW VOC, CA COMPLIANT, MULTI-PURPOSE, CONTACT ADHESIVE","ForzaBOND™ RC863 is a Low VOC, CA Compliant, Multi-Purpose, Contact Adhesive.","/product-images/rc863.png","/TDS/6. Insulation/RC863 (IC933)/TDS/FOR EMAIL FORZA_V3_RC863_TDS Insulation Canister_Aerosol 5_12_25.pdf; /TDS/6. Insulation/RC863 (IC933)/TDS/FORZA_V3_RC863_TDS Insulation Canister_Aerosol 5_12_25.pdf","BOND","Adhesive","Epoxy","High","insulation","{""type"":""Low VOC Contact Adhesive"",""viscosity"":""600-1000 cps"",""solids"":""20-30%"",""flashPoint"":"">140°F"",""potLife"":""6 hours"",""cureTime"":""8-16 hours"",""temperatureRange"":""-20°F to +150°F"",""substrates"":[""Fiberglass"",""Foam"",""Metal"",""Plastic"",""Wood"",""Fabric""],""applications"":[""Insulation Bonding"",""Industrial Assembly"",""Construction Bonding"",""Equipment Mounting""],""features"":[""Low VOC"",""CA Compliant"",""Contact Adhesive"",""Environmentally Friendly""],""certifications"":[""Low VOC"",""CA Compliant""],""packaging"":[""Canister"",""1 Gallon"",""5 Gallon""]}","{""density"":""7.5 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Amber"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"rc864","RC864 – AGGRESSIVE, FAST DRYING, PRESSURE SENSITIVE ADHESIVE","RC864 – AGGRESSIVE, FAST-DRYING, PRESSURE SENSITIVE ADHESIVE","ForzaBOND™ RC864 is an aggressive and fast-drying pressure sensitive adhesive designed to bond a vast range of substrates.","/product-images/rc864.png","/TDS/6. Insulation/RC864 (IC934)/TDS/FOR EMAIL FORZA_V3_RC864_TDS Insulation Canister_Aerosol_2_6_25.pdf; /TDS/6. Insulation/RC864 (IC934)/TDS/FORZA_V3_RC864_TDS Insulation Canister_Aerosol_2_6_25.pdf","BOND","Adhesive","Epoxy","High","insulation","{""type"":""Pressure Sensitive Adhesive"",""viscosity"":""1000-2000 cps"",""solids"":""30-40%"",""flashPoint"":"">160°F"",""potLife"":""2 hours"",""cureTime"":""4-8 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Fiberglass"",""Foam"",""Metal"",""Plastic"",""Wood"",""Fabric""],""applications"":[""Insulation Bonding"",""Industrial Assembly"",""Construction Bonding"",""Equipment Mounting""],""features"":[""Aggressive"",""Fast Drying"",""Pressure Sensitive"",""High Performance""],""certifications"":[""Industrial Grade"",""Pressure Sensitive""],""packaging"":[""Canister"",""1 Gallon"",""5 Gallon""]}","{""density"":""8.5 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Amber"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"rc886","RC886 – LOW VOC, CA COMPLIANT, AGGRESSIVE, FAST DRYING, PRESSURE SENSITIVE ADHESIVE","RC886 – LOW VOV, CA COMPLIANT, AGGRESSIVE, FAST DRYING, PRESSURE SENSITIVE ADHESIVE","ForzaBOND™ RC886 is low VOC, CA Compliant, agressive, multi-purpose adhesive designed to bond vast range of substrates where higher temperature requirements are needed.","/product-images/rc886.png","/TDS/6. Insulation/RC886 (IC946)/TDS/FOR EMAIL FORZA _V2_RC886_TDS Industrial Canister_Aerosol_9_5_24.pdf; /TDS/6. Insulation/RC886 (IC946)/TDS/FORZA _V2_RC886_TDS Industrial Canister_Aerosol_9_5_24.pdf","BOND","Adhesive","Epoxy","High","insulation","{""type"":""Low VOC Pressure Sensitive Adhesive"",""viscosity"":""1000-2000 cps"",""solids"":""30-40%"",""flashPoint"":"">160°F"",""potLife"":""2 hours"",""cureTime"":""4-8 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Fiberglass"",""Foam"",""Metal"",""Plastic"",""Wood"",""Fabric""],""applications"":[""Insulation Bonding"",""Industrial Assembly"",""Construction Bonding"",""Equipment Mounting""],""features"":[""Low VOC"",""CA Compliant"",""Aggressive"",""Fast Drying"",""Pressure Sensitive""],""certifications"":[""Low VOC"",""CA Compliant"",""Pressure Sensitive""],""packaging"":[""Canister"",""1 Gallon"",""5 Gallon""]}","{""density"":""8.5 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Amber"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"rc887","RC887 – HIGH TEMP, PRESSURE-SENSITIVE CONTACT ADHESIVE","RC887 – HIGH TEMP, PRESSURE-SENSITIVE CONTACT ADHESIVE","ForzaBOND™ RC887 is a high temp, pressure-sensitive contact adhesive.","/product-images/rc887.png","/TDS/6. Insulation/RC887 (IC947)/TDS/FOR EMAIL FORZA_V2_RC887_TDS Insulation Canister_9.5.2024.pdf; /TDS/6. Insulation/RC887 (IC947)/TDS/FORZA_V2_RC887_TDS Insulation Canister_9.5.2024.pdf","BOND","Adhesive","Epoxy","High","insulation","{""type"":""High Temperature Pressure Sensitive Adhesive"",""viscosity"":""1500-2500 cps"",""solids"":""35-45%"",""flashPoint"":"">180°F"",""potLife"":""3 hours"",""cureTime"":""6-12 hours"",""temperatureRange"":""-20°F to +200°F"",""substrates"":[""Fiberglass"",""Foam"",""Metal"",""Plastic"",""Wood"",""Fabric""],""applications"":[""High Temperature Insulation"",""Industrial Assembly"",""Construction Bonding"",""Equipment Mounting""],""features"":[""High Temperature"",""Pressure Sensitive"",""Thermal Resistant"",""High Performance""],""certifications"":[""High Temperature Rated"",""Pressure Sensitive""],""packaging"":[""Canister"",""1 Gallon"",""5 Gallon""]}","{""density"":""9.0 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Amber"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"r-c661","R-C661 – NON FLAMMABLE HIGH PERFORMANCE SPRAY CONTACT ADHESIVE","R-C661 – NON FLAMMABLE HIGH PERFORMANCE SPRAY CONTACT ADHESIVE","ForzaBOND™ R-C661 is a non-flammable sprayable contact adhesive.","/product-images/r-c661.png","/TDS/6. Insulation/R-C661 (C331)/TDS/FOR EMAIL FORZA_V2_R-C661_TDS_DRUM_9.4.24.pdf; /TDS/6. Insulation/R-C661 (C331)/TDS/FORZA_V2_R-C661_TDS_DRUM_9.4.24.pdf","BOND","Adhesive","Epoxy","High","insulation","{""type"":""Non-Flammable Spray Contact Adhesive"",""viscosity"":""300-600 cps"",""solids"":""20-30%"",""flashPoint"":""Non-Flammable"",""potLife"":""4 hours"",""cureTime"":""6-12 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Fiberglass"",""Foam"",""Metal"",""Plastic"",""Wood"",""Fabric""],""applications"":[""Insulation Bonding"",""Industrial Assembly"",""Construction Bonding"",""Equipment Mounting""],""features"":[""Non-Flammable"",""Spray Application"",""High Performance"",""Safe Handling""],""certifications"":[""Non-Flammable"",""Spray Grade""],""packaging"":[""Spray Can"",""1 Gallon"",""5 Gallon Pail""]}","{""density"":""7.5 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Blue"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"r-r820","R-R820 – TWO-PART, EPOXY ADHESIVE","R-R820 – TWO-PART EPOXY ADHESIVE","ForzaBOND™ R-R820 is a two-part, reactive adhesive with a very fast cure and a wide range of uses.","/product-images/r-r820.png","/TDS/6. Insulation/R-R820 (R160)/TDS/FOR EMAIL FORZA_V2_R-R820_TDS Insulation Sausage_9_6_24.pdf; /TDS/6. Insulation/R-R820 (R160)/TDS/FORZA_V2_R-R820_TDS Insulation Sausage_9_6_24.pdf","BOND","Adhesive","Epoxy","High","insulation","{""type"":""Two-Part Epoxy Adhesive"",""viscosity"":""100,000-200,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""4-8 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Fiberglass"",""Foam"",""Wood"",""Concrete""],""applications"":[""Structural Insulation Bonding"",""Industrial Assembly"",""Construction Bonding"",""Equipment Mounting""],""features"":[""Two-Part"",""Epoxy"",""High Strength"",""Structural Bonding""],""certifications"":[""Structural Rated"",""Two-Part System""],""packaging"":[""Dual Cartridge"",""Bulk Containers""]}","{""density"":""1.3 g/cm³"",""pH"":""Neutral"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
